PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
162,2026-07-21,19:59:59.78,4,5,"Hoyt, Eli",827722,Right,MIL_MIL1,"Reyes, Ripken",685341,Left,LAK_COU10,Undefined,5,Top,2,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.91442,-0.610645,-1.150661,2244.378045,208.72258,1:00,5.79888,1.2626,5.87192,-15.92867,17.43032,8.925,3.90418,0.93745,83.18145,-3.664354,0.45038,0.415698,,,,,,,,,,,,-4.86969,9.40548,-1.17448,50,5.74024,2.27601,-133.36602,-1.88337,-8.69348,31.03701,-15.3831,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,aa2a06d0-8568-11f1-a17b-7db4bab88cfd,90.67266,,,8.73297,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:59:59.78,2026-07-21T19:59:59.7860000-05:00,2026-07-22T00:59:59.7860000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,59b85c4d-d596-4e2f-b6f6-5d2502db5c97,54.62309,-134.4376,15.5185,5.7961,-1.35225,-7.69155,-1.25824,2.57616,-4.34674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
163,2026-07-21,20:00:38.01,4,6,"Hoyt, Eli",827722,Right,MIL_MIL1,"Reyes, Ripken",685341,Left,LAK_COU10,Undefined,5,Top,2,3,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.90025,-2.429426,-2.291265,2347.688856,191.51324,12:30,5.87757,1.46187,5.98892,-7.46831,24.58324,4.76977,3.00052,-0.26528,84.55158,-3.969326,-1.434957,0.40747,96.39665,27.350816,44.223012,3070.861488,72.92622,47.87897,82.35072,315.57261,192.76379,59.815161,3.91675,-3.19118,13.76083,-1.28378,50,5.68184,5.23367,-136.0576,-5.87904,-5.89473,33.90762,-6.755,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,c0f5c020-8568-11f1-a17b-7db4bab88cfd,92.50354,59.05022,,9.34867,,,,1.97553,3.28903,0.39294,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:00:38.01,2026-07-21T20:00:38.0180000-05:00,2026-07-22T01:00:38.0180000Z,FlyBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,7331534a-b500-42ae-91a0-c864a0dcb75a,54.50797,-137.17645,16.95381,5.87215,-5.65615,-3.3775,-1.45969,5.42818,-2.94737,,1.9752,90.00206,-22.1951,4.88878,-1.24104,0.31131,-0.06905,0.0096,-0.00055,3.28952,64.94111,-21.82437,2.08025,-0.22921,-0.04853,0.03183,-0.00617,0.00042,0.39257,87.59568,-4.50285,-0.14636,0.03316,0.04307,-0.02432,0.00469,-0.00034,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
164,2026-07-21,20:01:01.11,4,7,"Hoyt, Eli",827722,Right,MIL_MIL1,"Reyes, Ripken",685341,Left,LAK_COU10,Undefined,5,Top,2,3,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,1,,93.48442,-2.121875,-2.114538,2392.769375,217.422885,1:15,5.69956,1.5641,6.10794,-15.39505,16.62422,11.86957,2.4523,0.59702,84.68993,-5.077217,0.023438,0.407265,96.31104,10.484336,6.318387,817.024879,109.54691,15.85417,9.96621,228.79833,227.73677,5.086605,2.233389,-6.78363,9.56107,-1.40786,50,5.52845,4.49485,-135.5961,-5.46907,-12.50593,32.36462,-14.5478,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,cebbc060-8568-11f1-a17b-7db4bab88cfd,92.55013,16.15807,,8.79449,,,,1.2661,2.42126,-0.60291,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:01:01.11,2026-07-21T20:01:01.1190000-05:00,2026-07-22T01:01:01.1190000Z,LineDrive,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,c6e2a7c2-3897-4d1c-8602-88f805e8439e,54.38964,-136.63982,16.18231,5.69725,-4.99992,-7.2739,-1.55932,4.89815,-6.25296,162.845353,1.26616,138.04986,-24.38962,5.10809,-0.92318,0.16413,-0.04398,0.01162,-0.00138,2.42113,25.71211,-11.82716,-0.25347,0.01952,0.03615,0.00696,-0.00817,0.00142,-0.60281,15.27924,-5.42966,1.88229,-0.34248,0.03832,-0.01973,0.00936,-0.00141,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
165,2026-07-21,20:01:38.04,5,1,"Hoyt, Eli",827722,Right,MIL_MIL1,"Zuberer, Ray",829518,Left,LAK_COU10,Undefined,5,Top,2,0,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.8982,-1.377107,-1.60168,2405.906769,99.400497,9:15,5.71509,1.65072,5.99918,-36.04218,1.72433,-3.23977,1.43481,-0.10377,78.90028,-8.016858,-2.185088,0.442308,,,,,,,,,,,,1.2198,1.60839,-1.52288,50,5.58679,3.61565,-124.76751,-4.20396,1.9175,25.75123,-29.64573,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,e4c08030-8568-11f1-a17b-7db4bab88cfd,85.21762,,,6.99793,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:01:38.04,2026-07-21T20:01:38.0420000-05:00,2026-07-22T01:01:38.0420000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,22ebfcd0-bcbb-4052-8144-75561d7cf372,54.50034,-125.69292,12.87561,5.71873,-3.13859,-14.82287,-1.65158,3.54674,0.95875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
166,2026-07-21,20:01:56.46,5,2,"Hoyt, Eli",827722,Right,MIL_MIL1,"Zuberer, Ray",829518,Left,LAK_COU10,Undefined,5,Top,2,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.37312,-2.343178,-2.455527,2388.811222,205.733516,12:45,5.78226,1.48332,5.89648,-10.35855,22.08265,10.08662,2.74044,0.04277,84.32008,-4.3951,-0.647425,0.40994,74.39924,58.831055,-107.907372,5281.18832,,,,,23.42436,,,-5.94201,12.38355,-1.29153,50,5.58775,5.35602,-135.30802,-5.77601,-10.88897,32.69969,-9.48078,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,efb81e30-8568-11f1-a17b-7db4bab88cfd,91.94634,37.68544,,9.05305,,,,1.35227,2.57168,0.16446,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:01:56.46,2026-07-21T20:01:56.4600000-05:00,2026-07-22T01:01:56.4600000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,0154848c-9230-4b2e-9c6a-12b7bd0ed27b,54.60087,-136.41537,16.34984,5.77791,-5.45495,-4.74039,-1.47915,5.72477,-5.44449,29.19601,1.37066,-17.93251,-8.17668,,,,,,,2.59041,92.79657,-29.81294,,,,,,,0.1584,-53.55667,7.45628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
167,2026-07-21,20:02:19.39,5,3,"Hoyt, Eli",827722,Right,MIL_MIL1,"Zuberer, Ray",829518,Left,LAK_COU10,Undefined,5,Top,2,0,2,Slider,Slider,InPlay,Undefined,GroundBall,Single,0,0,,82.87729,-0.62383,-1.400882,2486.267037,82.758862,8:45,5.64625,1.72711,5.6834,-40.00124,0.78012,-3.33689,1.73114,0.14299,76.57477,-7.937457,-1.998237,0.459624,50.52284,-61.363141,-114.808267,,,,,3.27525,3.27525,-21.773481,0.03083,1.34598,0.84606,-1.60695,50,5.56816,3.07424,-120.4539,-2.66569,1.9849,22.58265,-30.92642,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,fd6c4420-8568-11f1-a17b-7db4bab88cfd,82.00718,2.01658,,6.30252,,,,3.50362,2.01658,-0.21537,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:02:19.39,2026-07-21T20:02:19.3990000-05:00,2026-07-22T01:02:19.3990000Z,GroundBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,7400c14a-19d6-4e30-84f4-878ffee96629,54.81778,-121.35377,11.29133,5.64982,-1.43333,-15.46321,-1.72787,2.99514,0.99245,,3.50404,-14.98649,,,,,,,,2.01844,-65.41052,,,,,,,,-0.21445,-32.42145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
168,2026-07-21,20:02:56.74,6,1,"Hoyt, Eli",827722,Right,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,5,Top,2,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.83297,-1.654066,-2.501387,2324.072736,202.946958,12:45,5.82701,1.26392,6.12938,-14.85576,17.6321,7.07646,3.05824,-0.45995,84.8356,-4.479772,-1.22726,0.410234,77.99827,9.493877,171.852637,2072.593538,,,,109.69482,59.16365,171.563167,1.013263,-4.20268,9.7541,-1.07591,50,5.69222,5.51923,-133.41512,-4.26659,-7.67545,25.1326,-14.35987,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,13aad8a0-8569-11f1-a17b-7db4bab88cfd,91.88027,7.07511,,6.99737,,,,-1.07071,3.17475,0.99823,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:02:56.74,2026-07-21T20:02:56.7470000-05:00,2026-07-22T01:02:56.7470000Z,GroundBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,6074b723-8d59-47d8-aa5b-3838314f6606,54.36713,-134.23528,12.5663,5.82381,-3.79798,-7.17993,-1.2601,5.7697,-3.83773,3.117485,-1.07071,-111.69131,6.46092,-0.97503,-0.02589,0.40262,-0.45952,0.24198,-0.04879,3.17475,18.86843,-23.75247,2.36285,-0.11363,-0.76833,0.95935,-0.54308,0.11955,0.99824,15.9884,-1.33471,-0.03518,1.45159,-3.21415,3.651,-2.05023,0.45209,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
169,2026-07-21,20:03:17.90,6,2,"Hoyt, Eli",827722,Right,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,5,Top,2,0,1,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,84.70879,-0.661986,-2.251728,2481.505785,155.933732,11:15,5.69934,1.61081,5.96065,-35.4162,3.21673,-0.92961,2.13365,-0.5557,78.20437,-7.185739,-2.418783,0.447353,108.63609,31.37756,-17.594339,3362.403881,104.55538,72.34794,-34.17843,356.30458,221.63832,-21.03729,6.133362,-0.11366,2.1398,-1.43154,50,5.62674,4.87593,-123.09678,-2.5885,-0.17523,23.3439,-28.87511,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,204d6780-8569-11f1-a17b-7db4bab88cfd,84.25663,121.10573,,6.50442,,,,2.25492,2.34476,0.49265,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:03:17.90,2026-07-21T20:03:17.9090000-05:00,2026-07-22T01:03:17.9090000Z,FlyBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,6fafc50a-f41a-46cf-bee4-390abc9b365d,54.53965,-123.95469,11.67195,5.70237,-1.52732,-14.43755,-1.61085,4.88237,-0.08762,173.514638,2.26454,129.50017,-37.01145,9.74079,-1.90304,0.26574,-0.02492,0.00148,-5E-05,2.33913,83.05103,-12.97082,-2.05829,1.03586,-0.28222,0.04877,-0.00471,0.00019,0.49037,-41.08155,8.67775,-1.90902,0.29769,-0.02946,0.00165,-7E-05,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
170,2026-07-21,20:06:08.69,1,1,"Anderson , Shane ",10991107,Right,LAK_COU10,"Janas, Justin",805332,Left,MIL_MIL1,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.73423,-0.595866,-2.900237,2279.66288,180.107708,12:00,5.53241,2.55529,5.85133,-24.33084,13.50532,0.02331,2.95045,-0.13992,79.01759,-5.129675,-2.896065,0.442716,55.7935,45.797284,-136.807726,5150.516806,-86.61851,30.34109,-67.80249,141.51329,65.46924,-142.976332,2.928819,-0.75689,7.40855,-2.31948,50,5.46965,6.30663,-124.50272,-2.06407,-1.19692,23.25063,-20.45864,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,8613a250-8569-11f1-a17b-7db4bab88cfd,85.13914,41.41951,,6.71665,,,,1.23908,3.04837,0.11878,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:06:08.69,2026-07-21T20:06:08.6900000-05:00,2026-07-22T01:06:08.6900000Z,Popup,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,b2a8a56d-6b25-45b8-b2c3-20496a989bce,54.64808,-125.36774,11.62532,5.53228,-1.30293,-10.22932,-2.55494,6.35116,-0.59846,27.575226,1.23924,-41.60413,-1.12965,0.88702,0.24351,-0.38954,0.18795,-0.04131,0.00347,3.0485,58.65564,-25.16945,2.47972,-0.28215,-0.05322,0.02021,0.00036,-0.00045,0.11881,-39.0514,4.54658,-0.70798,0.2636,-0.19471,0.10584,-0.02743,0.00264,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
171,2026-07-21,20:06:26.81,1,2,"Anderson , Shane ",10991107,Right,LAK_COU10,"Janas, Justin",805332,Left,MIL_MIL1,Undefined,5,Bottom,0,0,1,Slider,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,83.2932,-1.006096,-1.886736,2482.32852,156.054737,11:15,5.45114,2.7395,5.48258,-35.51817,5.30114,-1.79862,1.54936,0.82371,76.67784,-7.503652,-2.207248,0.459837,,,,,,,,,,,,0.39807,3.31339,-2.57274,50,5.33867,4.05634,-120.91241,-3.35638,0.59046,23.13976,-27.25918,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,90e7d9d0-8569-11f1-a17b-7db4bab88cfd,81.96909,,,6.61536,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:06:26.81,2026-07-21T20:06:26.8160000-05:00,2026-07-22T01:06:26.8160000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,a91b4fd2-6716-4760-97ab-1e0bba5023d4,55.01639,-121.86864,11.56988,5.4541,-2.22991,-13.62959,-2.73986,4.03194,0.29523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
172,2026-07-21,20:06:42.63,1,3,"Anderson , Shane ",10991107,Right,LAK_COU10,"Janas, Justin",805332,Left,MIL_MIL1,Undefined,5,Bottom,0,1,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,87.95258,-1.038993,-2.461179,2419.321599,194.431167,12:30,5.57659,2.58922,5.87064,-25.06344,11.15611,2.57311,2.52191,0.51618,80.40975,-5.714479,-1.999982,0.433155,99.82869,12.128201,-22.063855,2798.55435,99.01289,17.07781,-47.92104,231.80186,230.20285,-30.607393,2.159332,-2.02516,6.34894,-2.39152,50,5.4779,5.38166,-127.65313,-3.13508,-3.33506,26.76158,-21.71853,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,9a4ca2d0-8569-11f1-a17b-7db4bab88cfd,87.01844,17.33283,,7.54283,,,,1.1736,2.58526,-0.53576,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:06:42.63,2026-07-21T20:06:42.6380000-05:00,2026-07-22T01:06:42.6380000Z,LineDrive,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,5d629aff-57ab-449e-ba35-1d1e57cdf70b,54.62808,-128.61972,13.38079,5.57697,-2.35064,-10.85927,-2.58807,5.50212,-1.66753,109.418953,1.1736,132.66399,-25.25208,4.35993,-0.92681,0.17448,-0.03041,0.00402,-0.00026,2.58526,30.76178,-17.41457,1.6659,-0.31838,0.06927,-0.01178,0.00152,-0.00011,-0.53576,-53.77155,-2.76746,1.89057,-0.55588,0.14094,-0.0269,0.00365,-0.00023,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
173,2026-07-21,20:07:19.56,2,1,"Anderson , Shane ",10991107,Right,LAK_COU10,"Doersching, Griffin",701864,Right,MIL_MIL1,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.52654,-2.512021,-5.095149,2338.041275,190.625041,12:15,5.38863,2.40898,6.03878,-22.36623,13.30469,2.28638,1.18815,-2.13062,81.28432,-6.684132,-4.686396,0.429861,,,,,,,,,,,,-2.56347,7.88201,-2.01186,50,5.17973,11.32376,-128.04938,-6.33501,-4.2657,25.88711,-19.05807,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,b055cf70-8569-11f1-a17b-7db4bab88cfd,87.68509,,,7.24223,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:07:19.56,2026-07-21T20:07:19.5690000-05:00,2026-07-22T01:07:19.5690000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,7e991451-fef0-47e6-83c5-6506997f12c3,54.45893,-128.94767,12.94355,5.38809,-5.67369,-9.52904,-2.40737,11.47178,-2.13285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
174,2026-07-21,20:07:52.81,2,2,"Anderson , Shane ",10991107,Right,LAK_COU10,"Doersching, Griffin",701864,Right,MIL_MIL1,Undefined,5,Bottom,0,1,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,88.1364,-1.15076,-3.838271,2399.300795,207.650108,1:00,5.46629,2.52297,5.86577,-23.15974,13.00646,6.20351,2.46479,-0.53091,80.49546,-5.484516,-2.729071,0.432836,103.23758,30.883055,-2.569657,3363.766279,109.98622,65.69709,-1.70905,330.90487,327.2745,1.609037,5.704777,-4.27894,7.3317,-2.21535,50,5.35945,8.31525,-127.74438,-3.31348,-7.05896,26.72137,-20.07899,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,c424ea90-8569-11f1-a17b-7db4bab88cfd,87.08257,101.35239,,7.64094,,,,1.67878,2.58409,0.50787,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:07:52.81,2026-07-21T20:07:52.8110000-05:00,2026-07-22T01:07:52.8110000Z,FlyBall,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,19d043bc-ed91-43aa-b602-8fd6d8960e72,54.63277,-128.7098,13.36068,5.46606,-2.58804,-10.0395,-2.52038,8.57029,-3.52948,191.271439,1.68199,129.75016,-30.91456,7.23488,-1.48787,0.26021,-0.03543,0.00316,-0.00013,2.58378,77.73111,-17.5514,1.20849,-0.13647,-0.0184,0.01179,-0.00178,9E-05,0.50528,-5.77148,4.63369,-1.27829,0.19297,-0.00711,-0.00293,0.00047,-2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
175,2026-07-21,20:08:30.34,3,1,"Anderson , Shane ",10991107,Right,LAK_COU10,"Marion, Charlie",1000571871,Left,MIL_MIL1,Undefined,5,Bottom,1,0,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,88.04088,-1.089974,-3.008752,2306.365067,197.776757,12:30,5.48379,2.47459,5.89573,-23.1008,12.86761,3.77315,2.54527,-0.0069,80.82446,-5.405734,-2.332809,0.43165,84.76324,25.128082,-25.879684,3824.445219,94.28444,42.3826,-56.66074,263.82905,189.90395,-38.961712,3.68026,-2.75158,7.22374,-2.23448,50,5.38266,6.56267,-127.78452,-3.1743,-4.56525,25.48466,-20.18879,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,da831500-8569-11f1-a17b-7db4bab88cfd,87.32172,46.86213,,7.21642,,,,0.74677,2.6158,-0.01295,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:08:30.34,2026-07-21T20:08:30.3420000-05:00,2026-07-22T01:08:30.3420000Z,LineDrive,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,f8c1ea2b-cb21-4f63-8f09-f68a88f27ddf,54.60324,-128.69929,12.74233,5.4836,-2.44962,-10.0944,-2.47299,6.72654,-2.28262,134.758695,0.74707,101.25747,-23.22855,5.23446,-1.02525,0.18042,-0.03156,0.00414,-0.00023,2.61548,52.80074,-16.97249,0.88494,-0.16258,0.05625,-0.01538,0.00306,-0.00027,-0.0125,-49.14049,-0.03647,0.80055,-0.19774,0.01763,0.00104,-0.00037,2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
176,2026-07-21,20:09:03.46,4,1,"Anderson , Shane ",10991107,Right,LAK_COU10,"Perez, Delvin",666206,Right,MIL_MIL1,Undefined,5,Bottom,2,0,0,Sweeper,Sweeper,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.77114,0.55995,-1.273219,2456.073913,77.559902,8:30,5.59836,2.37901,5.15565,-48.36077,-1.705,-14.74635,2.09553,-0.04856,71.95913,-8.217278,-3.88554,0.491614,,,,,,,,,,,,6.95162,-0.54988,-2.24833,50,5.61366,3.14274,-114.23757,-0.59438,9.10184,22.85204,-32.89403,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,ee49a4a0-8569-11f1-a17b-7db4bab88cfd,76.67085,,,6.81201,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:09:03.46,2026-07-21T20:09:03.4600000-05:00,2026-07-22T01:09:03.4600000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,27b46e36-7a41-491e-a6d7-cd3fced0924e,55.34315,-115.30146,11.42602,5.60568,0.93702,-16.44701,-2.38477,2.719,4.55092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
177,2026-07-21,20:09:31.47,4,2,"Anderson , Shane ",10991107,Right,LAK_COU10,"Perez, Delvin",666206,Right,MIL_MIL1,Undefined,5,Bottom,2,0,1,Sweeper,Sweeper,BallCalled,Undefined,Undefined,Undefined,0,0,,78.17688,-0.928605,-3.524834,2509.239918,70.606508,8:15,5.59084,2.40644,5.07616,-50.05786,-2.75264,-11.89749,0.54221,-1.91212,72.35615,-9.908986,-5.624736,0.495024,,,,,,,,,,,,4.9354,-0.6726,-2.06219,50,5.46307,7.45587,-113.27243,-3.61625,6.40501,20.90741,-33.04692,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,feff71d0-8569-11f1-a17b-7db4bab88cfd,76.14272,,,5.82073,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:09:31.47,2026-07-21T20:09:31.4750000-05:00,2026-07-22T01:09:31.4750000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,fea334e2-163a-496c-8229-9e75b1c2185a,55.42397,-114.26918,10.45371,5.59792,-2.04075,-16.52346,-2.41037,7.15052,3.20251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
178,2026-07-21,20:09:52.13,4,3,"Anderson , Shane ",10991107,Right,LAK_COU10,"Perez, Delvin",666206,Right,MIL_MIL1,Undefined,5,Bottom,2,1,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.01603,-2.126891,-3.359394,2414.658473,193.693701,12:30,5.53622,2.27267,6.00244,-17.81237,16.9856,3.89945,2.0769,-0.51858,82.38941,-5.475924,-2.659965,0.424569,67.8852,37.953455,105.547106,7424.584463,,,,,26.94518,,,-2.82795,9.57949,-2.01047,50,5.35878,7.4276,-129.21803,-5.34035,-4.84267,23.69516,-15.76988,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,0b4365f0-856a-11f1-a17b-7db4bab88cfd,88.77806,22.81319,,6.62663,,,,0.29338,2.3592,0.37779,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,01:09:52.13,2026-07-21T20:09:52.1350000-05:00,2026-07-22T01:09:52.1350000Z,,v3,,,,"Feliciano, Mario",666128,Right,LAK_COU10,406866a5-5170-4c7c-954e-28bdf75c46c6,54.49723,-130.04009,11.84758,5.53456,-4.79324,-7.88494,-2.27107,7.5956,-2.42134,,0.29719,-21.18283,-3.36214,,,,,,,2.35811,61.2763,-14.5671,,,,,,,0.38806,75.26097,-16.09134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
